Flight_ID,Date,Time,Aircraft_Type,Aircraft_Age,Flight_Hours,Crew_Experience,Pilot_Error_Flag,Altitude,Airspeed,Weather_Condition,Visibility,Wind_Speed,Temperature,Icing_Condition,Mechanical_Failure_Flag,Engine_Failure_Type,Maintenance_History,Air_Traffic_Control_Issue,Flight_Phase,Terrain_Type,Crash_Severity,Casualties,Survivors,External_Factor,Flight_Data_Anomaly_Score,Crash_Cause,Crash_Risk_Score
FL0444,09-12-2022,00:32:35,Boeing 737-800,2.8,11837,3067,FALSE,5091,119,Clear,11.8,4,41,FALSE,FALSE,Compressor Stall,4,FALSE,Descent,Mountain,Fatal,316,32,Bird Strike,0.69,Weather,0.39
FL7794,08-02-2021,21:26:21,Boeing 737-600,14,43922,13479,TRUE,1065,458,Clear,12.5,29,-8,FALSE,FALSE,Compressor Stall,2,TRUE,Climb,Ocean,Non-Fatal,0,7,Bird Strike,0.15,Mechanical Failure,1
FL4144,13-01-2025,17:35:39,Bombardier CRJ,2.5,26811,4296,FALSE,2255,213,Storm,4.2,0,39,FALSE,TRUE,Fuel System,4,TRUE,Climb,Runway,Minor,0,232,None,0.16,Human Error,0.88
FL9796,11-07-2022,05:55:42,Boeing 747-800,21.9,10249,1130,FALSE,8604,409,Rain,10,26,32,TRUE,FALSE,Bird Strike,1,FALSE,Approach,Ocean,Minor,0,204,Bird Strike,0.57,Human Error,0.24
FL9123,02-11-2022,02:06:04,Airbus A380,11.8,55730,9941,FALSE,11863,238,Snow,2.2,30,-18,TRUE,TRUE,None,0,FALSE,Takeoff,Ocean,Minor,0,22,None,0.66,External,0.03
FL1174,05-08-2022,14:44:45,Boeing 787,1.1,13570,3927,TRUE,293,494,Clear,11.2,8,40,TRUE,FALSE,Bird Strike,3,TRUE,Cruise,Rural,Fatal,163,173,Bird Strike,0.73,Mechanical Failure,0.34
FL1416,11-03-2023,13:26:11,Boeing 737-900,5.2,60343,15504,FALSE,26379,238,Clear,1,6,35,FALSE,TRUE,Fuel System,2,TRUE,Cruise,Mountain,Non-Fatal,0,66,Bird Strike,0.92,Mechanical Failure,1
FL7354,10-10-2023,03:38:09,Boeing 737-800,3.3,52110,18035,TRUE,1746,490,Snow,11.7,6,22,TRUE,TRUE,Fuel System,0,FALSE,Takeoff,Rural,Minor,0,284,Bird Strike,0.61,Weather,0.75
FL5808,23-03-2025,16:05:53,Airbus A321,1.5,65835,9583,FALSE,7779,386,Clear,5,12,26,FALSE,FALSE,Compressor Stall,3,TRUE,Descent,Rural,Fatal,28,292,Terrorism,0.02,Weather,0.95
FL5414,06-05-2019,10:57:34,Boeing 737-600,12.7,55126,19557,TRUE,8478,183,Rain,3.9,11,-3,FALSE,TRUE,None,1,FALSE,Cruise,Ocean,Fatal,227,45,Terrorism,0.39,Human Error,0.48
FL5980,19-09-2018,04:37:33,Boeing 767,5.1,27007,12804,TRUE,21087,107,Clear,8.7,21,37,TRUE,FALSE,Compressor Stall,2,TRUE,Landing,Runway,Non-Fatal,0,192,Terrorism,0.37,Mechanical Failure,0.57
FL9743,10-12-2018,05:16:51,Airbus A321,16.7,7553,8961,TRUE,1364,161,Snow,14.5,8,14,TRUE,TRUE,Compressor Stall,2,TRUE,Landing,Runway,Fatal,258,30,Bird Strike,0.59,External,0.31
FL9107,24-01-2022,13:02:09,Boeing 787,3.4,57651,9273,TRUE,18596,496,Clear,1.4,27,23,TRUE,TRUE,Fuel System,4,FALSE,Approach,Rural,Minor,0,12,Terrorism,0.1,Mechanical Failure,0.08
FL5876,20-11-2024,02:36:20,Boeing 737-700,17.7,58104,12104,TRUE,6377,541,Storm,3.8,15,5,TRUE,FALSE,Fuel System,0,TRUE,Takeoff,Mountain,Minor,0,303,Terrorism,0.4,Weather,0.9
FL9921,18-12-2022,22:16:05,Boeing 787,9.2,7847,11527,TRUE,28095,385,Snow,8.9,14,30,TRUE,TRUE,Fuel System,1,FALSE,Descent,Ocean,Fatal,336,2,Bird Strike,0.08,ATC,0.74
FL7780,12-03-2025,17:43:31,Boeing 777,3.7,64748,2682,TRUE,12552,361,Fog,6.3,0,-10,FALSE,FALSE,Fuel System,4,TRUE,Takeoff,Urban,Non-Fatal,0,108,None,0.88,Human Error,0.43
FL6723,26-05-2020,12:12:08,Airbus A319,13.6,35078,2651,TRUE,4096,348,Snow,11.4,16,13,FALSE,FALSE,Bird Strike,5,TRUE,Approach,Ocean,Fatal,60,242,None,0.92,ATC,0.82
FL6972,31-12-2020,03:00:06,Boeing 777,10.2,47046,16610,FALSE,31665,183,Clear,9.3,0,43,TRUE,TRUE,Bird Strike,3,TRUE,Landing,Ocean,Minor,0,283,None,0.71,Weather,0.95
FL6557,27-01-2023,03:04:03,Cessna 172,20.6,29572,18019,TRUE,1571,272,Snow,4.3,31,-11,FALSE,FALSE,Fuel System,0,FALSE,Landing,Urban,Fatal,20,302,Bird Strike,0.58,Human Error,0
FL4784,20-03-2025,09:32:33,Airbus A330,1.6,9167,2557,FALSE,6089,539,Rain,10.4,1,-12,FALSE,TRUE,Bird Strike,5,TRUE,Descent,Rural,Non-Fatal,0,296,None,0.73,ATC,0.96
FL2490,27-04-2024,23:30:37,Boeing 747-400,23.9,27975,11343,FALSE,27172,101,Fog,12,28,1,TRUE,TRUE,Bird Strike,1,TRUE,Takeoff,Runway,Minor,0,197,Terrorism,0.29,Weather,0.49
FL6614,11-06-2024,12:28:28,Airbus A350,17.9,24204,18652,TRUE,13339,414,Fog,12,14,10,FALSE,TRUE,Bird Strike,0,TRUE,Takeoff,Ocean,Minor,0,125,None,0.14,Human Error,0.5
FL2351,22-08-2023,00:10:14,Airbus A330,15.1,23902,13877,FALSE,29908,461,Fog,6.3,33,24,FALSE,FALSE,Fuel System,5,FALSE,Landing,Rural,Fatal,142,81,Terrorism,0.38,Mechanical Failure,0.79
FL6625,09-12-2019,11:29:15,Airbus A320,24.8,33140,14975,TRUE,7193,442,Storm,5.6,25,-14,TRUE,FALSE,Compressor Stall,2,FALSE,Approach,Rural,Non-Fatal,0,38,None,0.35,Human Error,0.63
FL1590,28-11-2022,01:50:53,Boeing 737-900,3.7,55413,3241,FALSE,34375,187,Fog,1.4,11,12,TRUE,TRUE,Bird Strike,1,FALSE,Approach,Rural,Minor,0,139,Bird Strike,0.81,ATC,0.85
FL3664,25-12-2019,22:57:23,Airbus A320,16.2,7581,6521,FALSE,19383,335,Fog,5,23,21,TRUE,TRUE,Bird Strike,3,FALSE,Landing,Rural,Fatal,147,103,None,0.86,External,0.51
FL1908,13-04-2021,01:18:09,Airbus A330,20.4,29394,8666,TRUE,39370,258,Clear,8,18,29,FALSE,TRUE,Fuel System,1,FALSE,Climb,Ocean,Minor,0,85,Terrorism,0.86,Mechanical Failure,0.28
FL2862,28-08-2019,21:06:11,Boeing 737-800,9.5,54716,13842,FALSE,25342,286,Snow,12.6,12,0,FALSE,TRUE,Bird Strike,4,FALSE,Landing,Mountain,Fatal,345,3,Bird Strike,0.16,ATC,0.79
FL6043,10-07-2021,15:42:10,Boeing 747-800,3.5,35590,2949,FALSE,20340,164,Clear,12.8,15,14,TRUE,FALSE,Compressor Stall,2,FALSE,Descent,Runway,Minor,0,22,Bird Strike,0.02,External,0.5
FL8417,22-10-2024,09:53:57,Boeing 787,9,27597,17986,TRUE,5575,325,Snow,11.5,14,-12,TRUE,TRUE,Fuel System,5,TRUE,Takeoff,Urban,Minor,0,96,None,0.85,Mechanical Failure,0.01
FL9493,10-10-2023,00:56:25,Boeing 747-800,3.1,12650,13302,TRUE,30936,218,Fog,8.3,34,42,TRUE,FALSE,Fuel System,5,TRUE,Descent,Urban,Non-Fatal,0,315,None,0.12,Weather,0.46
FL9473,24-03-2021,15:29:58,Bombardier CRJ,10.5,47038,1287,FALSE,1977,520,Fog,7.7,26,10,TRUE,TRUE,Compressor Stall,1,FALSE,Landing,Ocean,Non-Fatal,0,284,None,0.5,Weather,0.13
FL6306,18-09-2024,08:18:28,Airbus A350,17.5,58342,16434,TRUE,6641,511,Fog,12.5,10,-4,TRUE,FALSE,Fuel System,2,FALSE,Approach,Mountain,Minor,0,229,Terrorism,0.09,External,0.14
FL2475,05-10-2024,16:28:16,Boeing 747-800,7,58554,18206,TRUE,2696,158,Clear,4.4,23,3,TRUE,FALSE,Fuel System,2,FALSE,Descent,Mountain,Fatal,190,93,None,0.68,Mechanical Failure,0.7
FL6261,18-03-2020,07:48:22,Boeing 737-700,9.7,53534,11524,FALSE,24444,393,Snow,6.9,7,28,TRUE,FALSE,Fuel System,2,TRUE,Cruise,Rural,Non-Fatal,0,198,Bird Strike,0.66,Mechanical Failure,0.19
FL5679,18-03-2021,04:41:00,Airbus A350,17,69462,5117,FALSE,39102,536,Clear,2.9,6,2,FALSE,FALSE,Compressor Stall,2,FALSE,Descent,Mountain,Minor,0,188,Bird Strike,0.59,Weather,0.58
FL2690,20-03-2022,07:31:55,Boeing 737-600,22.1,55604,11749,FALSE,2458,190,Clear,7,1,-4,FALSE,TRUE,Fuel System,1,TRUE,Takeoff,Rural,Minor,0,266,Terrorism,0.2,ATC,0.68
FL8301,23-05-2023,10:57:09,Boeing 737-700,4.8,32963,5701,FALSE,41936,377,Storm,13,9,24,TRUE,FALSE,Bird Strike,4,TRUE,Cruise,Urban,Non-Fatal,0,223,None,0.93,Human Error,0.28
FL8778,25-01-2020,20:52:00,Airbus A319,13.4,26461,7177,TRUE,24237,311,Storm,5.6,27,3,FALSE,FALSE,None,1,TRUE,Descent,Rural,Minor,0,124,Terrorism,0.06,Human Error,0.06
FL2769,22-06-2020,21:47:19,Boeing 777,22.8,8284,7853,FALSE,8863,269,Fog,11.1,18,10,FALSE,FALSE,Fuel System,1,TRUE,Landing,Mountain,Minor,0,337,None,0.22,External,0.51
FL4457,17-03-2021,06:50:42,Boeing 737-600,24.2,46534,8563,TRUE,1056,527,Storm,1,8,-7,TRUE,TRUE,Bird Strike,1,FALSE,Descent,Rural,Minor,0,223,None,0.74,ATC,0.99
FL2088,25-11-2024,00:41:29,Boeing 737-900,16.8,18081,18195,FALSE,4290,380,Clear,12.3,10,-18,FALSE,TRUE,None,3,TRUE,Takeoff,Ocean,Non-Fatal,0,169,Bird Strike,0.84,Mechanical Failure,0.6
FL7853,27-02-2019,19:41:04,Airbus A380,0.5,19578,16283,FALSE,15858,415,Snow,7.3,8,-16,TRUE,FALSE,Compressor Stall,5,TRUE,Approach,Runway,Non-Fatal,0,164,Terrorism,0.14,External,0.19
FL6982,03-04-2021,15:44:52,Airbus A321,14.9,6618,17702,FALSE,38437,101,Snow,1.3,29,9,FALSE,FALSE,None,3,TRUE,Descent,Runway,Minor,0,88,Terrorism,0.6,Mechanical Failure,0.05
FL4113,09-12-2022,07:51:55,Airbus A320,16.8,37180,1530,FALSE,27383,441,Rain,4.8,24,24,FALSE,FALSE,Fuel System,4,TRUE,Landing,Rural,Non-Fatal,0,316,Bird Strike,0.4,Weather,0.73
FL8289,07-03-2023,07:46:45,Boeing 777,21.5,30512,8815,TRUE,41511,149,Snow,14.7,10,28,TRUE,TRUE,Compressor Stall,1,TRUE,Takeoff,Runway,Fatal,65,28,Bird Strike,0.73,External,0.42
FL5096,22-03-2021,00:23:09,Airbus A380,21.7,65866,17203,FALSE,10692,296,Rain,2.1,9,-5,FALSE,TRUE,Compressor Stall,0,FALSE,Landing,Mountain,Non-Fatal,0,177,Terrorism,0.27,Mechanical Failure,0.04
FL8275,07-05-2023,05:46:23,Bombardier CRJ,13.9,9734,14666,FALSE,34363,488,Snow,7.4,33,6,FALSE,FALSE,Compressor Stall,4,TRUE,Landing,Urban,Fatal,305,34,Bird Strike,0.67,Mechanical Failure,0.02
FL7685,12-03-2020,23:35:56,Cessna 172,10,15464,13374,FALSE,40918,369,Rain,3.2,33,-6,TRUE,TRUE,Bird Strike,4,FALSE,Cruise,Runway,Fatal,160,31,None,0.35,Mechanical Failure,0.06
FL4762,14-05-2022,09:09:45,Boeing 737-900,11,40962,6493,TRUE,15400,124,Clear,13,20,31,FALSE,TRUE,Bird Strike,2,FALSE,Descent,Ocean,Non-Fatal,0,27,Bird Strike,0.95,Weather,0.45
FL7657,19-05-2021,15:49:58,Boeing 747-400,12.8,17702,19131,FALSE,34990,498,Clear,3.8,21,-13,FALSE,TRUE,Fuel System,1,TRUE,Approach,Rural,Minor,0,342,Terrorism,0.89,Weather,0.58
FL6126,31-01-2019,19:11:49,Embraer E175,25,64750,17684,FALSE,23615,440,Rain,5.4,25,19,TRUE,TRUE,Bird Strike,1,TRUE,Landing,Ocean,Fatal,38,164,Terrorism,0.13,Human Error,0.02
FL0440,18-01-2025,20:38:22,Embraer E175,14.5,43993,6459,TRUE,10264,382,Clear,4,8,-14,TRUE,FALSE,Compressor Stall,4,TRUE,Cruise,Rural,Fatal,157,160,Bird Strike,0.24,Weather,0.96
FL2597,04-07-2020,23:50:50,Boeing 747-400,16.8,47259,13079,TRUE,12830,177,Clear,1.2,14,29,FALSE,TRUE,Fuel System,2,FALSE,Descent,Runway,Fatal,128,150,Bird Strike,0.92,ATC,0.72
FL5284,28-02-2022,07:06:32,Airbus A350,3.8,55496,5414,FALSE,32410,105,Snow,14.9,2,-3,FALSE,TRUE,Bird Strike,1,TRUE,Climb,Ocean,Fatal,293,16,Bird Strike,0.7,Human Error,0.78
FL6630,03-03-2021,16:16:50,Boeing 737-700,24.1,23803,8855,TRUE,14181,176,Fog,11.4,10,33,FALSE,TRUE,None,4,TRUE,Cruise,Mountain,Non-Fatal,0,176,None,0.14,ATC,0.8
FL7405,01-08-2022,01:27:44,Airbus A330,10.2,57386,18915,FALSE,17284,131,Storm,14.2,23,0,FALSE,TRUE,Fuel System,4,FALSE,Landing,Mountain,Fatal,3,193,Terrorism,0.43,ATC,0.3
FL5413,27-08-2023,19:36:04,Bombardier CRJ,12.2,36033,16447,FALSE,18202,401,Snow,10.9,9,28,TRUE,TRUE,Fuel System,3,TRUE,Descent,Rural,Fatal,119,76,Bird Strike,0.65,Weather,0.75
FL6050,03-08-2020,12:13:35,Boeing 737-900,6.1,19337,11978,TRUE,33222,298,Fog,3.3,21,27,TRUE,TRUE,Fuel System,2,TRUE,Takeoff,Mountain,Non-Fatal,0,160,None,0.88,Human Error,0.16
FL6085,01-03-2023,08:13:26,Boeing 747-800,23.5,56117,11187,TRUE,16548,156,Snow,1.1,1,-16,TRUE,FALSE,Compressor Stall,4,TRUE,Cruise,Rural,Minor,0,262,None,0.69,Mechanical Failure,0.57
FL7000,01-11-2020,01:55:15,Boeing 747-800,2.9,28722,15074,FALSE,2225,342,Rain,6.5,26,35,FALSE,TRUE,Bird Strike,2,TRUE,Approach,Runway,Minor,0,312,Bird Strike,0.35,Human Error,0.11
FL0979,14-09-2019,08:46:46,Boeing 737-700,20.7,21985,14069,FALSE,10376,473,Storm,8.9,1,16,TRUE,FALSE,Fuel System,0,TRUE,Approach,Urban,Non-Fatal,0,57,None,0.66,ATC,0.96
FL4599,25-07-2021,17:10:29,Airbus A321,16.8,64286,5177,FALSE,34268,141,Fog,11.4,31,-1,TRUE,TRUE,Fuel System,5,FALSE,Approach,Ocean,Non-Fatal,0,52,None,0.73,Weather,0.08
FL9533,24-05-2023,04:18:12,Boeing 737-900,3,14666,18030,TRUE,35353,147,Clear,9.9,34,42,TRUE,FALSE,Bird Strike,2,FALSE,Landing,Ocean,Non-Fatal,0,231,Bird Strike,0.74,ATC,0.44
FL2408,27-03-2023,18:07:04,Airbus A321,12.2,32102,11320,TRUE,30238,159,Rain,14.7,11,11,FALSE,FALSE,Fuel System,3,TRUE,Cruise,Urban,Minor,0,326,None,0.02,ATC,0.17
FL0164,10-09-2021,16:34:33,Boeing 747-400,1.1,40872,6833,FALSE,38926,128,Rain,4.2,27,-5,FALSE,TRUE,Bird Strike,0,TRUE,Takeoff,Ocean,Fatal,156,17,Bird Strike,0.71,External,0.17
FL3933,06-05-2023,05:10:08,Airbus A321,8.3,45303,7717,FALSE,9347,112,Snow,11.8,3,41,FALSE,TRUE,Fuel System,2,FALSE,Takeoff,Mountain,Non-Fatal,0,231,Terrorism,0.55,Mechanical Failure,0.28
FL0547,21-05-2020,12:39:06,Airbus A330,23.1,33225,1000,TRUE,20003,127,Fog,11.7,23,-3,FALSE,TRUE,None,0,TRUE,Cruise,Ocean,Fatal,27,232,None,0.82,External,0.02
FL7317,03-03-2021,17:39:28,Boeing 767,24.3,55586,10805,TRUE,25275,245,Storm,5.4,15,-7,TRUE,TRUE,Fuel System,0,FALSE,Takeoff,Runway,Minor,0,149,None,0.12,External,0.56
FL9643,28-04-2025,00:12:54,Airbus A330,2.1,23524,1727,TRUE,34575,431,Storm,10,29,27,TRUE,TRUE,Bird Strike,4,TRUE,Climb,Runway,Minor,0,292,None,0.56,Human Error,0.34
FL4987,11-04-2024,00:05:55,Boeing 747-400,23.8,27512,9935,TRUE,41741,453,Snow,3.8,26,18,FALSE,FALSE,Compressor Stall,2,TRUE,Landing,Urban,Minor,0,98,Bird Strike,0.15,External,0.44
FL4445,08-05-2020,18:04:39,Airbus A330,11.3,39874,5993,TRUE,2430,256,Storm,3.1,28,40,TRUE,FALSE,None,0,FALSE,Climb,Ocean,Minor,0,132,Terrorism,0.83,Human Error,0.94
FL0794,10-04-2024,18:09:57,Boeing 747-400,7.4,36694,10935,FALSE,17238,335,Storm,14.5,17,39,TRUE,FALSE,Bird Strike,0,FALSE,Landing,Urban,Fatal,263,58,Terrorism,0.42,Mechanical Failure,0.44
FL2690,08-12-2018,22:35:27,Embraer E175,11.4,41953,13347,FALSE,41734,312,Fog,5.2,9,7,FALSE,TRUE,Compressor Stall,0,FALSE,Descent,Runway,Fatal,133,204,None,0.5,Human Error,0.04
FL0323,03-03-2023,16:56:13,Boeing 737-600,22.3,8741,4768,TRUE,19205,165,Clear,9.7,20,-19,FALSE,TRUE,Bird Strike,4,TRUE,Cruise,Mountain,Fatal,305,21,None,0.14,Mechanical Failure,0.67
FL0863,10-02-2019,09:47:45,Boeing 737-700,16.5,47105,3861,TRUE,21613,366,Clear,12.1,3,-15,FALSE,TRUE,Bird Strike,5,TRUE,Approach,Urban,Minor,0,345,Terrorism,0.29,External,0.66
FL6587,28-06-2020,01:16:07,Cessna 172,16,5737,6306,FALSE,39500,255,Storm,5.6,16,-15,FALSE,TRUE,Bird Strike,0,FALSE,Descent,Rural,Non-Fatal,0,210,None,0.31,Human Error,0.41
FL2633,13-10-2020,01:46:16,Airbus A380,1.1,20740,12407,TRUE,3158,461,Storm,8.2,5,0,FALSE,FALSE,Fuel System,4,TRUE,Takeoff,Ocean,Minor,0,17,None,0.06,Human Error,0.82
FL1914,21-09-2018,12:42:23,Airbus A380,6.6,35674,3608,FALSE,34164,443,Fog,4.8,1,42,FALSE,FALSE,Bird Strike,4,FALSE,Takeoff,Runway,Non-Fatal,0,267,Terrorism,0.01,Weather,0.98
FL1499,09-09-2021,17:25:09,Boeing 737-700,6.1,47284,12034,TRUE,13027,147,Snow,13.9,4,10,TRUE,TRUE,Bird Strike,3,FALSE,Climb,Runway,Minor,0,25,Bird Strike,0.83,Mechanical Failure,0.35
FL0927,15-09-2024,07:26:50,Boeing 737-600,18.8,14819,6540,FALSE,23012,337,Rain,14.8,11,21,FALSE,FALSE,Bird Strike,4,TRUE,Takeoff,Ocean,Non-Fatal,0,194,Terrorism,0.73,ATC,0.45
FL4423,31-12-2022,04:09:24,Boeing 737-600,14.8,63491,11337,FALSE,29396,119,Snow,1.5,5,25,TRUE,FALSE,Compressor Stall,3,TRUE,Approach,Urban,Fatal,181,128,None,0.26,Weather,0.32
FL3218,14-05-2019,11:38:57,Embraer E190,7.9,49055,1992,TRUE,24102,224,Storm,12.6,34,31,TRUE,FALSE,Bird Strike,5,TRUE,Climb,Mountain,Fatal,47,39,None,0.74,External,0.91
FL1719,04-01-2022,05:17:52,Airbus A330,9.1,20852,15167,TRUE,28541,439,Snow,1.1,9,-1,TRUE,FALSE,Compressor Stall,4,TRUE,Landing,Ocean,Minor,0,113,Bird Strike,0.95,Human Error,0.34
FL6509,07-06-2022,02:55:23,Boeing 747-400,20.3,56820,7255,FALSE,6253,204,Storm,6.3,21,-7,TRUE,FALSE,Bird Strike,4,TRUE,Descent,Runway,Non-Fatal,0,30,None,0.06,Mechanical Failure,0.17
FL5727,29-11-2021,04:15:32,Boeing 787,3.7,18519,18320,TRUE,39393,204,Storm,7.4,11,-8,FALSE,TRUE,Compressor Stall,3,TRUE,Takeoff,Runway,Minor,0,268,Bird Strike,0.63,External,0.7
FL2886,17-03-2019,15:36:12,Boeing 787,12.6,62445,5611,FALSE,9044,452,Fog,7.5,26,35,FALSE,TRUE,Fuel System,5,FALSE,Cruise,Ocean,Fatal,44,107,None,0.95,External,0.06
FL2321,31-07-2022,04:49:40,Boeing 747-400,17.6,22641,19273,FALSE,26177,440,Fog,7.4,27,-19,TRUE,TRUE,Bird Strike,4,TRUE,Climb,Ocean,Fatal,181,122,None,0.47,Mechanical Failure,0.81
FL7314,07-09-2018,03:11:36,Boeing 777,9,43231,16150,TRUE,35878,250,Snow,1.2,28,31,FALSE,FALSE,None,0,FALSE,Cruise,Runway,Non-Fatal,0,46,Bird Strike,0.2,Mechanical Failure,0.8
FL3563,10-05-2025,10:10:50,Embraer E175,18.6,36966,6036,TRUE,6934,183,Fog,14,29,39,TRUE,FALSE,Bird Strike,2,FALSE,Approach,Rural,Fatal,298,36,Bird Strike,0.36,Human Error,0.88
FL6364,30-11-2018,03:57:40,Boeing 737-900,7.3,17908,15067,FALSE,16657,410,Fog,0.9,32,7,FALSE,TRUE,Bird Strike,0,FALSE,Landing,Urban,Minor,0,169,None,0.21,External,0.92
FL9097,15-10-2018,01:06:51,Boeing 737-800,21.5,47036,15609,TRUE,7683,516,Rain,7.9,10,-18,TRUE,TRUE,Fuel System,0,FALSE,Climb,Rural,Minor,0,336,None,0.42,ATC,0.49
FL9550,23-12-2018,05:21:20,Boeing 747-800,24.1,27857,19702,TRUE,6834,119,Storm,2.4,30,23,FALSE,TRUE,None,3,FALSE,Descent,Runway,Minor,0,177,None,0.99,ATC,0.01
FL4122,24-10-2018,22:14:15,Airbus A320,17.4,38552,15557,FALSE,36177,459,Storm,2.1,17,44,TRUE,FALSE,None,2,TRUE,Takeoff,Rural,Minor,0,191,Bird Strike,0.84,External,0.55
FL6161,02-03-2022,03:53:11,Boeing 737-600,18.7,41688,9039,TRUE,32156,358,Storm,2.8,10,-19,TRUE,FALSE,Bird Strike,1,FALSE,Takeoff,Rural,Non-Fatal,0,72,Bird Strike,0.68,External,0.79
FL3005,29-03-2022,08:15:07,Airbus A320,6.2,40976,1082,FALSE,35924,144,Storm,11.4,30,11,FALSE,FALSE,Compressor Stall,0,TRUE,Cruise,Runway,Minor,0,137,None,0.83,Weather,0.42
FL2371,13-06-2019,11:19:11,Boeing 747-800,14.7,10394,10874,TRUE,8417,147,Clear,1.4,28,-5,FALSE,TRUE,Compressor Stall,4,TRUE,Landing,Rural,Fatal,19,166,Terrorism,0.6,Weather,0.57
FL5195,25-12-2019,00:04:06,Boeing 747-800,19.8,57904,19868,FALSE,15223,181,Fog,5.7,7,28,TRUE,FALSE,Fuel System,5,FALSE,Cruise,Ocean,Fatal,1,85,Terrorism,0.24,Mechanical Failure,0.98
FL1108,04-09-2024,23:51:33,Cessna 172,13.8,60052,3191,TRUE,3604,345,Storm,2.3,2,12,FALSE,FALSE,Compressor Stall,2,TRUE,Takeoff,Ocean,Non-Fatal,0,18,Bird Strike,0.04,Weather,0.78
FL8649,11-03-2023,09:38:17,Boeing 737-800,22.4,33161,12026,TRUE,40127,446,Snow,13.6,16,24,TRUE,FALSE,None,4,FALSE,Landing,Rural,Non-Fatal,0,54,Terrorism,0.05,Mechanical Failure,0.57
FL8434,13-03-2019,22:35:33,Airbus A320,17.5,38337,15193,TRUE,28053,533,Storm,4,14,33,FALSE,FALSE,Compressor Stall,2,TRUE,Climb,Runway,Fatal,173,56,Terrorism,0.49,Weather,0.52
FL3911,21-07-2019,03:45:37,Boeing 767,10.9,50623,9268,FALSE,26936,425,Storm,11.4,11,24,TRUE,TRUE,None,5,FALSE,Approach,Rural,Non-Fatal,0,230,Bird Strike,0.76,Mechanical Failure,0.28
FL6000,18-04-2023,21:38:52,Embraer E190,8.2,10506,13447,FALSE,9776,318,Storm,10.1,2,-5,TRUE,FALSE,Compressor Stall,1,FALSE,Landing,Urban,Fatal,129,45,None,0.09,External,0.21
FL0736,10-06-2021,09:33:34,Boeing 737-800,24.8,59812,3193,TRUE,3966,121,Snow,8.1,33,-2,TRUE,TRUE,None,1,FALSE,Landing,Mountain,Fatal,199,3,None,0.3,Human Error,0.07
FL7162,27-07-2024,02:11:58,Bombardier CRJ,18.2,44200,18936,FALSE,24822,303,Rain,5.5,31,37,TRUE,FALSE,Bird Strike,0,FALSE,Approach,Ocean,Fatal,249,8,Bird Strike,0.65,Weather,0.78
FL4213,16-02-2023,05:09:46,Boeing 737-800,21.3,22219,14227,TRUE,6499,182,Storm,0.7,20,-2,TRUE,TRUE,Compressor Stall,2,FALSE,Approach,Urban,Minor,0,171,Bird Strike,0.71,Weather,0.73
FL3937,24-06-2020,06:59:11,Airbus A330,10.6,46295,14541,FALSE,12428,276,Fog,14.1,24,-8,TRUE,FALSE,Fuel System,0,FALSE,Landing,Ocean,Fatal,212,103,None,0.93,Mechanical Failure,0.86
FL0670,17-10-2022,04:46:34,Boeing 787,20.5,39768,16952,TRUE,40370,380,Clear,0.9,32,0,TRUE,FALSE,None,2,FALSE,Cruise,Runway,Minor,0,24,None,0.43,ATC,0.54
FL3225,08-06-2019,05:24:58,Boeing 737-900,9.5,53856,9249,FALSE,32142,250,Snow,13.7,20,30,FALSE,TRUE,Compressor Stall,3,FALSE,Descent,Urban,Fatal,340,2,Terrorism,0.52,Mechanical Failure,0.56
FL5578,22-11-2019,19:08:52,Boeing 767,16,53802,15278,TRUE,4411,424,Fog,2.7,3,13,TRUE,FALSE,None,2,TRUE,Takeoff,Urban,Minor,0,35,Terrorism,0.15,Weather,0.74
FL7345,29-01-2023,08:59:24,Airbus A350,22.6,36306,4186,FALSE,26773,297,Fog,12.1,30,43,TRUE,FALSE,None,0,FALSE,Cruise,Ocean,Non-Fatal,0,164,Terrorism,0.63,ATC,0.06
FL3979,12-07-2019,09:01:13,Boeing 787,13.2,61021,12849,TRUE,5562,231,Rain,1.2,19,-8,TRUE,FALSE,Fuel System,2,TRUE,Landing,Ocean,Fatal,313,4,None,0.79,External,0.48
FL8063,10-09-2019,00:49:41,Boeing 777,5.9,27802,14977,TRUE,36749,480,Rain,14.9,32,-9,FALSE,TRUE,Compressor Stall,2,FALSE,Descent,Mountain,Non-Fatal,0,181,Terrorism,0.28,Mechanical Failure,0.34
FL8409,09-02-2020,11:12:19,Boeing 737-600,20.3,8946,16966,TRUE,40532,130,Snow,11.2,29,31,FALSE,TRUE,Fuel System,4,FALSE,Cruise,Mountain,Non-Fatal,0,64,None,0.34,Weather,0.78
FL4845,02-11-2020,15:10:59,Airbus A330,8.6,13771,18210,TRUE,10313,244,Storm,7.5,4,11,FALSE,FALSE,None,0,FALSE,Cruise,Mountain,Fatal,148,17,Bird Strike,0.4,Human Error,0.84
FL8482,22-10-2023,14:04:18,Airbus A319,10.7,13284,18820,TRUE,12951,392,Fog,1.6,34,-15,TRUE,TRUE,Bird Strike,4,TRUE,Landing,Mountain,Fatal,16,69,Terrorism,0.61,External,0.55
FL2440,24-09-2024,09:29:04,Embraer E175,2.3,69994,8266,FALSE,4515,102,Storm,9.2,34,30,TRUE,TRUE,Bird Strike,0,TRUE,Climb,Ocean,Minor,0,174,Terrorism,0.54,Human Error,0.29
